id,FullAskText,Бабчинський Олександр Васильович,Бенкендорф Геннадій Данилович,Бойко Андрій Анатолійович,Васильянов Дмитро Сергійович,Гаврилюк Василь Васильович,Гамалій Андрій Вячеславович,Гордійчук Валерій Григорович,Гурома Анатолій Степанович,Дюднєв Андрій Михайлович,Дюднєв Артем Михайлович,Жильчук Олександр Борисович,Качуровський Анатолій Іванович,Кобильник Василь Володимирович,Конюшенко Андрій Олександрович,Костинюк Володимир Володимирович,Костюкович Дмитро Карлович,Мазій Олена Миколаївна,Мастикаш Андрій Ігорович,Микуляк Іван Михайлович,Наглюк Юлія Вікторівна,Невенчан Геннадій Володимирович,Пливанюк Юрій Васильович,Посітко Михайло Володимирович,Розбам Микола Нюсевич,Савчук Наталія Федорівна,Сімашкевич Михайло Євстафійович,Слободян Валерій Анатолійович,Старченко Світлана Володимирівна,Ткач Олег Васильович,Ткачук Олександр Анатолійович,Цвігун Борис Ярославович,Чинчик Олександр Сергійович,Чистяков Анатолій Євгенович,Шуханов Микола Макарович,Яриновський Юрій Леонідович,result
95,"Про припинення договору оренди землі за адресою вулиця Панівецька, 13а.", ЗА, УТРИМАВСЯ, ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ЗА, ЗА, ВІДСУТНІЙ, УТРИМАВСЯ, ЗА, ПРОТИ, УТРИМАВСЯ, ВІДСУТНІЙ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
96,"Про припинення договору оренди землі за адресою вулиця Смотрицька, 42.", ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ВІДСУТНІЙ, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, УТРИМАВСЯ, ВІДСУТНІЙ, ЗА,РІШЕННЯ ПРИЙНЯТО
97,"Про припинення права користування земельною ділянкою Кам’янець-Подільського міжрайонного управління водного господарства за адресою вулиця Заводська, 2 та передачу її в постійне користування Хмельницькому обласному управлінню водних ресурсів.
Про внесення змін до договору оренди землі, укладеного між Кам’янець-Подільською міською радою та Скачко О.М. за адресою ріг вулиць Північної та Привокзальної.", ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ВІДСУТНІЙ, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА,РІШЕННЯ ПРИЙНЯТО
98,"Про внесення змін до рішення 84 сесії Кам'янець-Подільської міської ради від 27.05.2015 року № 17/84 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Данила Галицького, 13”а” ПАТ  „Хмельницькобленерго”.", НЕ ГОЛОСУВАВ, УТРИМАВСЯ, ВІДСУТНІЙ, ПРОТИ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ВІДСУТНІЙ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, ВІДСУТНІЙ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
99,"Про внесення змін до рішення сесії Кам’янець-Подільської міської ради від 03.05.2018 №  26/54 «Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою провулок Північний, 1 Семідку В.П.».", ЗА, ЗА, ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, УТРИМАВСЯ, ЗА, НЕ ГОЛОСУВАВ, ЗА, ВІДСУТНІЙ, ЗА,РІШЕННЯ ПРИЙНЯТО
100,"Про внесення змін до рішення п’ятдесят третьої сесії Кам’янець-Подільської міської ради від 03.04.2018 р. № 144/53 «Про надання дозволу на розроблення проектів землеустрою щодо відведення земельних ділянок загальною площею 0,1817 га. за адресою вулиця Вокзальна, 21 Боршуляку О.М.».", ЗА, УТРИМАВСЯ, ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ВІДСУТНІЙ, УТРИМАВСЯ, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, УТРИМАВСЯ, ЗА, НЕ ГОЛОСУВАВ, ЗА, ВІДСУТНІЙ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
101,"Про внесення змін до рішення п’ятдесят третьої сесії Кам’янець-Подільської міської ради від 03.04.2018 р. № 144/53 «Про надання дозволу на розроблення проектів землеустрою щодо відведення земельних ділянок загальною площею 0,1817 га. за адресою вулиця Вокзальна, 21 Боршуляку О.М.».", ЗА, УТРИМАВСЯ, ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ВІДСУТНІЙ, УТРИМАВСЯ, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, УТРИМАВСЯ, ЗА, НЕ ГОЛОСУВАВ, ЗА, ВІДСУТНІЙ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
102,"Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Голосківське шосе, 8 ПАТ  „Хмельницькобленерго”.
Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Маршала Харченка, 42 ПАТ  „Хмельницькобленерго”.", ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ВІДСУТНІЙ, ВІДСУТНІЙ, УТРИМАВСЯ, ЗА, ЗА, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, УТРИМАВСЯ, ВІДСУТНІЙ, ЗА,РІШЕННЯ ПРИЙНЯТО
103,"Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Маршала Харченка, 22""б"" ТДВ  ""Кам'янець-Подільський завод ""Електрон"".", ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ВІДСУТНІЙ, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА,РІШЕННЯ ПРИЙНЯТО
104,Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Смотрицька КП  “Міськтепловоденергія”., ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ВІДСУТНІЙ, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА,РІШЕННЯ ПРИЙНЯТО
