id,FullAskText, аЮАВХМЯЭЙХИ нКЕЙЯЮМДП бЮЯХКЭНБХВ, аЕМЙЕМДНПТ цЕММЮДЁИ дЮМХКНБХВ, аНИЙН юМДПЁИ юМЮРНКЁИНБХВ, бЮЯХКЭЪМНБ дЛХРПН яЕПЦЁИНБХВ, цЮБПХКЧЙ бЮЯХКЭ бЮЯХКЭНБХВ, цЮЛЮКЁИ юМДПЁИ бЪВЕЯКЮБНБХВ, цНПДЁИВСЙ бЮКЕПЁИ цПХЦНПНБХВ, цСПНЛЮ юМЮРНКЁИ яРЕОЮМНБХВ, цСПНЛЮ яРЕОЮМ юМЮРНКЁИНБХВ, дЧДМ╨Б юМДПЁИ лХУЮИКНБХВ, дЧДМ╨Б юПРЕЛ лХУЮИКНБХВ, фХКЭВСЙ нКЕЙЯЮМДП аНПХЯНБХВ, йЮВСПНБЯЭЙХИ юМЮРНКЁИ ╡БЮМНБХВ, йНАХКЭМХЙ бЮЯХКЭ бНКНДХЛХПНБХВ, йНМЧЬЕМЙН юМДПЁИ нКЕЙЯЮМДПНБХВ, йНЯРХМЧЙ бНКНДХЛХП бНКНДХЛХПНБХВ, йНЯРЧЙНБХВ дЛХРПН йЮПКНБХВ, лЮГЁИ нКЕМЮ лХЙНКЮ©БМЮ, лЮЯРХЙЮЬ юМДПЁИ ╡ЦНПНБХВ, лХЙСКЪЙ ╡БЮМ лХУЮИКНБХВ, мЮЦКЧЙ чКЁЪ бЁЙРНПЁБМЮ, мЕБЕМВЮМ цЕММЮДЁИ бНКНДХЛХПНБХВ, оКХБЮМЧЙ чПЁИ бЮЯХКЭНБХВ, оНЯЁРЙН лХУЮИКН бНКНДХЛХПНБХВ, пНГАЮЛ лХЙНКЮ мЧЯЕБХВ, яЮБВСЙ мЮРЮКЁЪ тЕДНПЁБМЮ, яЁЛЮЬЙЕБХВ лХУЮИКН ╙БЯРЮТЁИНБХВ, яКНАНДЪМ бЮКЕПЁИ юМЮРНКЁИНБХВ, яРЮПВЕМЙН яБЁРКЮМЮ бНКНДХЛХПЁБМЮ, рЙЮВ нКЕЦ бЮЯХКЭНБХВ, жБЁЦСМ аНПХЯ ъПНЯКЮБНБХВ, вХМВХЙ нКЕЙЯЮМДП яЕПЦЁИНБХВ, вХЯРЪЙНБ юМЮРНКЁИ ╙БЦЕМНБХВ, ьСУЮМНБ лХЙНКЮ лЮЙЮПНБХВ, ъПХМНБЯЭЙХИ чПЁИ кЕНМЁДНБХВ,result
114,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 56, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, гю, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
115,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 57, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, гю, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
116,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 58, гю, српхлюбяъ, ме цнкнясбюб, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, гю, гю, гю, српхлюбяъ, гю, гю, српхлюбяъ, гю, гю, гю, гю, српхлюбяъ, гю, гю, српхлюбяъ,п╡ьеммъ опхимърн
117,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 59, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, гю, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
118,гЕЛЕКЭМЁ ОХРЮММЪ: 60, гю, српхлюбяъ, ме цнкнясбюб, опнрх, ме цнкнясбюб, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, гю, гю, гю, српхлюбяъ, гю, гю, српхлюбяъ, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, гю, српхлюбяъ,п╡ьеммъ опхимърн
119,гЕЛЕКЭМЁ ОХРЮММЪ: 61, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, гю, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, гю, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
120,гЕЛЕКЭМЁ ОХРЮММЪ: 62, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, гю, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
121,гЕЛЕКЭМЁ ОХРЮММЪ: 63, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, гю, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
122,гЕЛЕКЭМЁ ОХРЮММЪ: 64, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
123,гЕЛЕКЭМЁ ОХРЮММЪ: 65, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
124,гЕЛЕКЭМЁ ОХРЮММЪ: 66, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, гю, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, гю, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, гю, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, гю, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
125,гЕЛЕКЭМЁ ОХРЮММЪ: 67, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
126,гЕЛЕКЭМЁ ОХРЮММЪ: 68, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
127,гЕЛЕКЭМЁ ОХРЮММЪ: 69, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
128,гЕЛЕКЭМЁ ОХРЮММЪ: 70, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
129,гЕЛЕКЭМЁ ОХРЮММЪ: 71, гю, српхлюбяъ, ме цнкнясбюб, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, српхлюбяъ, гю, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, гю, гю, српхлюбяъ, гю, гю, српхлюбяъ, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, српхлюбяъ,п╡ьеммъ опхимърн
130,гЕЛЕКЭМЁ ОХРЮММЪ: 73, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, гю, ме цнкнясбюб, гю, гю, гю, српхлюбяъ, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, ме цнкнясбюб,п╡ьеммъ опхимърн
131,гЕЛЕКЭМЁ ОХРЮММЪ: 72, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
132,гЕЛЕКЭМЁ ОХРЮММЪ: 74, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
133,гЕЛЕКЭМЁ ОХРЮММЪ: 75, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, гю, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
134,гЕЛЕКЭМЁ ОХРЮММЪ: 76, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб, српхлюбяъ, гю, гю,п╡ьеммъ опхимърн
135,"гЕЛЕКЭМЁ ОХРЮММЪ: 77, 78", ме цнкнясбюб, опнрх, ме цнкнясбюб, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, опнрх, опнрх, српхлюбяъ, опнрх, српхлюбяъ, српхлюбяъ, српхлюбяъ, опнрх, српхлюбяъ, српхлюбяъ, гю, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб,п╡ьеммъ ме опхимърн
136,гЕЛЕКЭМЁ ОХРЮММЪ: 79-85, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
137,гЕЛЕКЭМЁ ОХРЮММЪ: 86, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
138,гЕЛЕКЭМЁ ОХРЮММЪ: 87-97, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
139,гЕЛЕКЭМЁ ОХРЮММЪ: 98-104, гю, српхлюбяъ, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, српхлюбяъ,п╡ьеммъ опхимърн
140,гЕЛЕКЭМЁ ОХРЮММЪ: 105, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
141,гЕЛЕКЭМЁ ОХРЮММЪ: 106-108, гю, српхлюбяъ, ме цнкнясбюб, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, гю, гю, гю, српхлюбяъ, српхлюбяъ, гю, гю, гю, гю, српхлюбяъ, гю, ме цнкнясбюб, српхлюбяъ, гю, српхлюбяъ,п╡ьеммъ опхимърн
142,гЕЛЕКЭМЁ ОХРЮММЪ: 109, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
143,гЕЛЕКЭМЁ ОХРЮММЪ: 110-114, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
144,гЕЛЕКЭМЁ ОХРЮММЪ: 115-117, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
145,гЕЛЕКЭМЁ ОХРЮММЪ: 118, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
146,гЕЛЕКЭМЁ ОХРЮММЪ: 119-120, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, гю, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
147,гЕЛЕКЭМЁ ОХРЮММЪ: 121, гю, српхлюбяъ, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, српхлюбяъ, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
148,гЕЛЕКЭМЁ ОХРЮММЪ: 123-126, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
149,гЕЛЕКЭМЁ ОХРЮММЪ: 127, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
150,гЕЛЕКЭМЁ ОХРЮММЪ: 128, ме цнкнясбюб, гю, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ,б╡дясрм╡и, српхлюбяъ, опнрх, гю, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, опнрх, опнрх, гю, опнрх, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, опнрх, гю, српхлюбяъ, гю, ме цнкнясбюб, ме цнкнясбюб, гю, српхлюбяъ, ме цнкнясбюб, гю, ме цнкнясбюб, опнрх,п╡ьеммъ ме опхимърн
151,гЕЛЕКЭМЁ ОХРЮММЪ: 129-132, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
152,гЕЛЕКЭМЁ ОХРЮММЪ: 133, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,б╡дясрм╡и, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
153,гЕЛЕКЭМЁ ОХРЮММЪ: 134-139, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
154,гЕЛЕКЭМЁ ОХРЮММЪ: 140, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
155,гЕЛЕКЭМЁ ОХРЮММЪ: 141, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, опнрх, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, опнрх, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб,п╡ьеммъ ме опхимърн
156,гЕЛЕКЭМЁ ОХРЮММЪ: 143, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
157,гЕЛЕКЭМЁ ОХРЮММЪ: 144, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, српхлюбяъ, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю,п╡ьеммъ опхимърн
158,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 145, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
159,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 146, ме цнкнясбюб, гю, ме цнкнясбюб, ме цнкнясбюб, гю, ме цнкнясбюб, ме цнкнясбюб,б╡дясрм╡и,б╡дясрм╡и, ме цнкнясбюб, опнрх, гю, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ,б╡дясрм╡и, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб,б╡дясрм╡и, гю, ме цнкнясбюб, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб,б╡дясрм╡и, гю, гю, гю,п╡ьеммъ ме опхимърн
