id,FullAskText, Бабчинський Олександр Васильович, Бенкендорф Геннадій Данилович, Васильянов Дмитро Сергійович, Гаврилюк Василь Васильович, Гамалій Андрій Вячеславович, Гордійчук Валерій Григорович, Гурома Анатолій Степанович, Гурома Степан Анатолійович, Дюднєв Андрій Михайлович, Дюднєв Артем Михайлович, Качуровський Анатолій Іванович, Кобильник Василь Володимирович, Конюшенко Андрій Олександрович, Костинюк Володимир Володимирович, Костюкович Дмитро Карлович, Мазій Олена Миколаївна, Мастикаш Андрій Ігорович, Микуляк Іван Михайлович, Наглюк Юлія Вікторівна, Невенчан Геннадій Володимирович, Пливанюк Юрій Васильович, Посітко Михайло Володимирович, Розбам Микола Нюсевич, Савчук Наталія Федорівна, Сімашкевич Михайло Євстафійович, Слободян Валерій Анатолійович, Старченко Світлана Володимирівна, Ткач Олег Васильович, Ткачук Олександр Анатолійович, Цвігун Борис Ярославович, Чинчик Олександр Сергійович, Чистяков Анатолій Євгенович, Шуханов Микола Макарович, Яриновський Юрій Леонідович,result
93,"Блок питань: 78-82
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Папаніна та передачу її у власність Пшесмецькому М.Г.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Папаніна та передачу її у власність Шедловському Д.О.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Папаніна та передачу її у власність Шедловському О.В
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Папаніна та передачу її у власність Шедловській О.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Папаніна та передачу її у власність Шедловському І.О.Блок питань: 78-82
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Папаніна та передачу її у власність Пшесмецькому М.Г.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Папаніна та передачу її у власність Шедловському Д.О.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Папаніна та передачу її у власність Шедловському О.В
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Папаніна та передачу її у власність Шедловській О.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Папаніна та передачу її у власність Шедловському І.О.", ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
94,"Блок питань: 83-90
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Павлова, 45 та передачу її у власність Гудименко Г.В
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Зеленецькій Н.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Товбійчуку О.А.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Машталеру А.І.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Гораш Т.А.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Гудзул І.Я.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Веречанській О.С
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Мартиросян А.Д.Блок питань: 83-90
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Павлова, 45 та передачу її у власність Гудименко Г.В
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Зеленецькій Н.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Товбійчуку О.А.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Машталеру А.І.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Гораш Т.А.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Гудзул І.Я.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Веречанській О.С
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Мартиросян А.Д.", ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
95,"Блок питань: 91-98
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Вербовій В.П.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Ціпі С.Б
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Василенко О.Ю.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Кудрику І.І.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Балковому М.П.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Капучаку М.О.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Паушаку В.Г.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Паушак Н.О.Блок питань: 91-98
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Вербовій В.П.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Ціпі С.Б
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Василенко О.Ю.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Кудрику І.І.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Балковому М.П.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Капучаку М.О.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Паушаку В.Г.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Паушак Н.О.", ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
96,"Блок питань: 99-101
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0127 га. за адресою вулиця Першотравнева, 11а, яка перебуває в оренді Котика С.С.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,1000 га. за адресою вулиця Дружби народів, 7, яка перебуває в оренді Самбора О.В.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,2898 га. за адресою вулиця Маршала Харченка, 22б, яка перебуває в оренді Супоніна Ю.А., Аркуши Я.І.", НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
97,"Блок питань: 102-103
Про надання згоди на поділ земельної ділянки за адресою вулиця П'ятницька, 8, 10
Про надання згоди на поділ земельної ділянки за адресою вулиця Драй-Хмари, 30""а""", ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
98,"Про погодження технічної документації із землеустрою щодо поділу та об’єднання земельних ділянок за адресою вулиця П'ятницька, 4", ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
99,"Блок питань: 105-106
Про поновлення дії договору оренди землі, укладеного між Кам’янець-Подільською міською радою та Радавчук Р.М. за адресою вулиця Гагаріна, 10
Про поновлення дії договору оренди землі, укладеного між Кам’янець-Подільською міською радою та Заяць Т.Є. і Гудимою Л.О. за адресою вулиця Драй-Хмари, 19/1г", ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
100,"Блок питань: 107-108
Про припинення договору оренди землі за адресою вулиця Поштовий узвіз, 6а
Про припинення договору оренди землі за адресою вулиця П'ятницька, 6", ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
101,"Про припинення права користування земельною ділянкою та договору оренди землі, укладеного між Кам’янець-Подільською міською радою та Сірик Г.В. і Сіриком В.В. за адресою вулиця Князів Коріатовичів, 33", УТРИМАВСЯ, УТРИМАВСЯ, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, УТРИМАВСЯ, ЗА, ЗА,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
102,"Про припинення права користування земельною ділянкою Ткаченко Л.Я. за адресою проспект Грушевського, 23 та передачу її в оренду Потупі Н.М.", ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
103,Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 10.10.2017 № 15/42 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Панівецька (в дворі будинку № 13а) Тупіковій Л.М.”, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
104,"Про внесення змін до договору оренди землі, укладеного між Кам’янець-Подільською міською радою та ЖБК ""Добробут-2012"" за адресою вулиця Патріарха Мстислава, 2""а""/2", ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
105,"Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Устима Кармалюка Архіпову А.С.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Устима Кармалюка Стецькову В.О.", УТРИМАВСЯ, УТРИМАВСЯ, ПРОТИ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
106,Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Ватутіна (біля будинку № 2) Чепелюк А.С., УТРИМАВСЯ, ЗА, ПРОТИ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ НЕ ПРИЙНЯТО
