id,FullAskText, Бабчинський Олександр Васильович, Бенкендорф Геннадій Данилович, Бойко Андрій Анатолійович, Васильянов Дмитро Сергійович, Гаврилюк Василь Васильович, Гамалій Андрій Вячеславович, Гурома Анатолій Степанович, Гурома Степан Анатолійович, Дюднєв Артем Михайлович, Жильчук Олександр Борисович, Качуровський Анатолій Іванович, Кобильник Василь Володимирович, Костинюк Володимир Володимирович, Мазій Олена Миколаївна, Микуляк Іван Михайлович, Невенчан Геннадій Володимирович, Пливанюк Юрій Васильович, Посітко Михайло Володимирович, Розбам Микола Нюсевич, Савчук Наталія Федорівна, Сімашкевич Михайло Євстафійович, Слободян Валерій Анатолійович, Ткачук Олександр Анатолійович, Чинчик Олександр Сергійович, Чистяков Анатолій Євгенович, Шуханов Микола Макарович, Яриновський Юрій Леонідович,result
97,"Земельні питання
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 27.04.2016 № 13/11 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою на південь від будинку № 6 по вул. Пушкінський узвіз Департаменту житлово-комунального господарства Кам'янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 29.03.2016 № 32/10 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Північно-західна сторона перехрестя вулиці Князів Коріатовичів та каньйону р. Смотрич Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 29.03.2016 № 33/10 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Північно-східна сторона перехрестя вулиць Шевченка та Князів Коріатовичів Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 29.03.2016 № 34/10 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Південно-західна частина перехрестя вулиць Князів Коріатовичів та Шевченка Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 27.04.2016 № 14/11 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки на розі вулиць Пушкінської та Шевченка Департаменту житлово-комунального господарства Кам'янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 30.05.2017 № 34/35 “Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою квартал обмежений вулицями Пушкінською, Шевченка, Князів Коріатовичів та каньйоном р. Смотрич Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 26.04.2017 № 37/32 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Панівецька (біля будинку № 13а) Кушніру В.Є.”.", ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
98,"Земельні питання: повернення до № 9 Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Пушкінська, 31""в"" Кам’янець-Подільській міській раді.", ЗА, ПРОТИ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ВІДСУТНІЙ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ПРОТИ, ПРОТИ, ЗА, ЗА, ПРОТИ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ПРОТИ,РІШЕННЯ НЕ ПРИЙНЯТО
99,"Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 26.04.2017 № 64/32 “Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Дружби народів, 2/3 та передачу її в оренду Швецю С.О.”.", ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,РІШЕННЯ НЕ ПРИЙНЯТО
100,"Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 26.04.2017 № 64/32 “Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Дружби народів, 2/3 та передачу її в оренду Швецю С.О.”.         повернення", ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
101,"Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 26.04.2017 № 64/32 “Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Дружби народів, 2/3 та передачу її в оренду Швецю С.О.”.         повернення", ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
102,Додаткові земельні питання: додатковий № 7 	Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Князів Коріатовичів (зі східної сторони будинку № 59 по вулиці Огієнка) Кам’янець-Подільській міській раді, УТРИМАВСЯ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА,РІШЕННЯ НЕ ПРИЙНЯТО
103, Додаткові земельні питання:  повернення до додаткового № 7 Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Князів Коріатовичів (зі східної сторони будинку № 59 по вулиці Огієнка) Кам’янець-Подільській міській раді, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
104,Додаткові земельні питання: дод № 7 Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Князів Коріатовичів (зі східної сторони будинку № 59 по вулиці Огієнка) Кам’янець-Подільській міській раді, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
105,"Додаткові земельні питання
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0044 га. за адресою проспект Грушевського, 25, яка перебуває в оренді Бегас К.І.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0103 га. за адресою проспект Грушевського, 25, яка перебуває в оренді Боднара М.І.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0050 га. за адресою проспект Грушевського, 25, яка перебуває в оренді Боднара Р.М.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0037 га. за адресою проспект Грушевського, 23, яка перебуває в оренді Ващука В.С. та Ващук М.П.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0044 га. за адресою проспект Грушевського, 25, яка перебуває в оренді Муляр Т.В.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0098 га. за адресою проспект Грушевського, 25, яка перебуває в оренді Павлунішеної Н.Г.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0039 га. за адресою проспект Грушевського, 23, яка перебуває в оренді Пономаренка С.В.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0096 га. за адресою проспект Грушевського, 25, яка перебуває в оренді Стародубцевої Р.С.", УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ПРОТИ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ НЕ ПРИЙНЯТО
106,"Додаткові земельні питання
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,9470 га. за адресою вулиця Заводська, 4, яка перебуває в оренді БВ ТзОВ ""Рокор"".
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 1,4475 га. за адресою вулиця Заводська, 4а, яка перебуває в оренді Толстого В.М.", ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
107,Додаткові земельні питання: № 18	Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Маршала Харченка (квартал 006 зона 09) Штогрину А.М., УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
108,"Додаткові земельні питання
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 30.05.2017 № 17/35 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Матросова, 17 Кам’янець-Подільській міській раді”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 30.05.2017 № 50/35 “Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Павлова (біля будинку № 22) та передачу її у власність Коростильовій Г.Г.”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 30.05.2017 № 51/35 “Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Павлова (біля будинку № 22) та передачу її у власність Чистякову М.А.”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 30.05.2017 № 52/35 “Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Павлова (біля будинку № 22) та передачу її у власність Гаврилюку В.Г.”.", ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
109,Різне.:  депутатський запит Посітка М.В., НЕ ГОЛОСУВАВ, ЗА, ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ НЕ ПРИЙНЯТО
