id,FullAskText,Бабчинський Олександр Васильович,Бенкендорф Геннадій Данилович,Бойко Андрій Анатолійович,Васильянов Дмитро Сергійович,Гаврилюк Василь Васильович,Гамалій Андрій Вячеславович,Гурома Анатолій Степанович,Гурома Степан Анатолійович,Дюднєв Андрій Михайлович,Дюднєв Артем Михайлович,Жильчук Олександр Борисович,Качуровський Анатолій Іванович,Кобильник Василь Володимирович,Конюшенко Андрій Олександрович,Костинюк Володимир Володимирович,Костюкович Дмитро Карлович,Мазій Олена Миколаївна,Мастикаш Андрій Ігорович,Микуляк Іван Михайлович,Пливанюк Юрій Васильович, Посітко Михайло Володимирович,Розбам Микола Нюсевич,Савчук Наталія Федорівна, Сімашкевич Михайло Євстафійович,Слободян Валерій Анатолійович, Старченко Світлана Володимирівна,Ткач Олег Васильович,Ткачук Олександр Анатолійович, Цвігун Борис Ярославович,Чинчик Олександр Сергійович, Чистяков Анатолій Євгенович,Шуханов Микола Макарович,Яриновський Юрій Леонідович,result
98,"Земельні питання 
Про надання згоди на поділ земельної ділянки за адресою проспект Грушевського, 23.
Про надання згоди на поділ земельної ділянки за адресою вулиця Князів Коріатовичів, 25.
Про погодження технічної документації із землеустрою щодо поділу та об’єднання земельних ділянок за адресою вулиця Суворова,  14а.
Про погодження технічної документації із землеустрою щодо поділу та об’єднання земельних ділянок за адресою вулиця Князів Коріатовичів, 21.
Про погодження та затвердження технічної документації із землеустрою щодо поділу та об’єднання земельних ділянок за адресою вулиця Хмельницьке шосе, 17а.",ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
99,"Земельні питання 
Про поновлення дії договору оренди землі, укладеного між Кам’янець-Подільською міською радою та БВ ТзОВ «Рокор» ЛТД за адресою проспект Грушевського, 1/23.
Про поновлення дії договору оренди землі, укладеного між Кам’янець-Подільською міською радою та Конюшенком О.П. за адресою вулиця Довга.",ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
100,"Земельні питання 
Про припинення права користування земельною ділянкою Відділу капітального будівництва УМВС України в Хмельницькій області за адресою вулиця Васильєва, 5.",НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
101,"Земельні питання 
Про припинення договору оренди землі за адресою вулиця П’ятницька,  8/10.",ЗА,УТРИМАВСЯ,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,НЕ ГОЛОСУВАВ,РІШЕННЯ ПРИЙНЯТО
102,"Земельні питання 
Про припинення права користування земельною ділянкою та договору оренди землі за адресою проспект Грушевського, 31.",ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
103,"Земельні питання 
Про припинення договору оренди землі, укладеного між Кам’янець-Подільською міською радою та Яворською О.П. за адресою вулиця Довга, 1/11.",НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,ПРОТИ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,ПРОТИ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
104,"Земельні питання 
Про припинення договору оренди землі за адресою вулиця Лермонтова,  5.",НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,ПРОТИ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,ПРОТИ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,ПРОТИ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
105,"Земельні питання 
Про припинення договору оренди землі за адресою на розі вул.  Саксаганського та Нігинське шосе.",ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ПРОТИ,ЗА,ЗА,ЗА,УТРИМАВСЯ,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
106,"Земельні питання 
Про припинення права користування земельною ділянкою Іванюк В.О. за адресою проспект Грушевського, 25.
Про передачу в оренду земельної ділянки за адресою проспект Грушевського, 23/21 Гавюку Д.Д.",ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
107,"Земельні питання 
Про припинення договору оренди землі, укладеного між Кам’янець-Подільською міською радою та Палійчук В.І. за адресою вулиця Ватутіна, 28”а” та передачу земельної ділянки у власність Палійчук В.І.",ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
108,"Земельні питання 
Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Князів Коріатовичів, 25 ЖБК „ Нова будова „Вікторія ”.",ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
109,"Земельні питання 
Про внесення змін до рішення сесії Кам’янець-Подільської міської ради від 06.07.2018 року № 60/57 «Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою між вулицею Ценського, 3 і вулицею Ценського, 1 Кумашяну А.А.».",ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
110,Земельні питання,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
111,"Про надання згоди на поділ земельної ділянки за адресою вулиця Лесі Українки, 20.",ЗА,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,ЗА,ЗА,УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
112,"Додаткові земельні питання
Повернення до додаткового 2 Про надання згоди на поділ земельної ділянки за адресою вулиця Лесі Українки, 20 ",ЗА,УТРИМАВСЯ,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
113,"Додаткові земельні питання
Додатковий 2. Про надання згоди на поділ земельної ділянки за адресою вулиця Лесі Українки, 20",ЗА,УТРИМАВСЯ,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
114,"Додаткові земельні питання
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Наталі Кащук Авінову В.Л.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Наталі Кащук Авіновій В.І.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Софії Русової Буймістеру В.І.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Стуса Данчуку О.П.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Стуса Григор’єву  А.С.",ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
115,"Додаткові земельні питання
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Авінову В.Л.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Авіновій В.І.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Буймістеру В.І.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Данчуку О.П.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Григор’єву А.С.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Дідуху В.П.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Петльованій Г.М.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Янцеловському  Б.П.",НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,ПРОТИ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
116,"Про затвердження проекту землеустрою щодо зміни цільового призначення приватної земельної ділянки за адресою вулиця Хмельницьке шосе, 36",ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
117,доручення дма,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
118,Про підтримку звернення Кам’янець-Подільської міської ради щодо недопущення збільшення ціни на пальне.,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
119,Про внесення змін до рішення сесії міської ради від 31.01.2017 року № 24/25 «Про затвердження списку присяжних Кам’янець-Подільського міськрайонного суду Хмельницької області».,ЗА,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
120,Про внесення змін до рішення сесії міської ради від 31.01.2017 року № 24/25 «Про затвердження списку присяжних Кам’янець-Подільського міськрайонного суду Хмельницької області».,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
121,Про внесення змін до структури виконавчих органів міської ради.,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
122,"Про внесення змін та доповнень до рішення 48 (позачергової) сесії міської ради від 22.12.2017 № 9/48 «Про міський бюджет на 2018 рік» та додатків до нього, з врахуванням змін та доповнень, внесених рішенням 49 сесії міської ради від 10.01.2018 № 20/49, рішенням 51 (позачергової) сесії міської ради від 14.02.2018 № 7/51, рішенням 52 сесії міської ради від 06.03.2018 № 25/52, рішенням 53 сесії міської ради від 03.04.2018 № 147/53, рішенням 54 сесії міської ради від 03.05.2018 № 98/54, рішенням 55 (позачергової) сесії міської ради від 08.05.2018 № 1/55, рішенням 56 сесії міської ради від 05.06.2018 № 21/56, рішенням 57 сесії міської ради від 06.07.2018 № 24/57, рішенням 58 сесії міської ради від 07.08.2018 № 135/58, рішенням 59 сесії міської ради від 04.09.2018 № 19/59, рішенням 60 сесії міської ради від 02.10.2018 № 16/60, рішенням 61 (позачергової) сесії міської ради від 23.10.2018 № 1/61, рішенням 62 (позачергової) сесії міської ради від 31.10.2018 № 4/62.",ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
123,"Про внесення змін та доповнень до рішення 48 (позачергової) сесії міської ради від 22.12.2017 № 9/48 «Про міський бюджет на 2018 рік» та додатків до нього, з врахуванням змін та доповнень, внесених рішенням 49 сесії міської ради від 10.01.2018 № 20/49, рішенням 51 (позачергової) сесії міської ради від 14.02.2018 № 7/51, рішенням 52 сесії міської ради від 06.03.2018 № 25/52, рішенням 53 сесії міської ради від 03.04.2018 № 147/53, рішенням 54 сесії міської ради від 03.05.2018 № 98/54, рішенням 55 (позачергової) сесії міської ради від 08.05.2018 № 1/55, рішенням 56 сесії міської ради від 05.06.2018 № 21/56, рішенням 57 сесії міської ради від 06.07.2018 № 24/57, рішенням 58 сесії міської ради від 07.08.2018 № 135/58, рішенням 59 сесії міської ради від 04.09.2018 № 19/59, рішенням 60 сесії міської ради від 02.10.2018 № 16/60, рішенням 61 (позачергової) сесії міської ради від 23.10.2018 № 1/61, рішенням 62 (позачергової) сесії міської ради від 31.10.2018 № 4/62.",НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,ПРОТИ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ВІДСУТНІЙ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,ЗА,РІШЕННЯ НЕ ПРИЙНЯТО
124,"Про внесення змін та доповнень до рішення 48 (позачергової) сесії міської ради від 22.12.2017 № 9/48 «Про міський бюджет на 2018 рік» та додатків до нього, з врахуванням змін та доповнень, внесених рішенням 49 сесії міської ради від 10.01.2018 № 20/49, рішенням 51 (позачергової) сесії міської ради від 14.02.2018 № 7/51, рішенням 52 сесії міської ради від 06.03.2018 № 25/52, рішенням 53 сесії міської ради від 03.04.2018 № 147/53, рішенням 54 сесії міської ради від 03.05.2018 № 98/54, рішенням 55 (позачергової) сесії міської ради від 08.05.2018 № 1/55, рішенням 56 сесії міської ради від 05.06.2018 № 21/56, рішенням 57 сесії міської ради від 06.07.2018 № 24/57, рішенням 58 сесії міської ради від 07.08.2018 № 135/58, рішенням 59 сесії міської ради від 04.09.2018 № 19/59, рішенням 60 сесії міської ради від 02.10.2018 № 16/60, рішенням 61 (позачергової) сесії міської ради від 23.10.2018 № 1/61, рішенням 62 (позачергової) сесії міської ради від 31.10.2018 № 4/62.",НЕ ГОЛОСУВАВ,ЗА,НЕ ГОЛОСУВАВ,ПРОТИ,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ВІДСУТНІЙ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,ЗА,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,ЗА,РІШЕННЯ НЕ ПРИЙНЯТО
125,"Про внесення змін та доповнень до рішення 48 (позачергової) сесії міської ради від 22.12.2017 № 9/48 «Про міський бюджет на 2018 рік» та додатків до нього, з врахуванням змін та доповнень, внесених рішенням 49 сесії міської ради від 10.01.2018 № 20/49, рішенням 51 (позачергової) сесії міської ради від 14.02.2018 № 7/51, рішенням 52 сесії міської ради від 06.03.2018 № 25/52, рішенням 53 сесії міської ради від 03.04.2018 № 147/53, рішенням 54 сесії міської ради від 03.05.2018 № 98/54, рішенням 55 (позачергової) сесії міської ради від 08.05.2018 № 1/55, рішенням 56 сесії міської ради від 05.06.2018 № 21/56, рішенням 57 сесії міської ради від 06.07.2018 № 24/57, рішенням 58 сесії міської ради від 07.08.2018 № 135/58, рішенням 59 сесії міської ради від 04.09.2018 № 19/59, рішенням 60 сесії міської ради від 02.10.2018 № 16/60, рішенням 61 (позачергової) сесії міської ради від 23.10.2018 № 1/61, рішенням 62 (позачергової) сесії міської ради від 31.10.2018 № 4/62.",ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
