id,FullAskText, Бабчинський Олександр Васильович, Бенкендорф Геннадій Данилович, Бойко Андрій Анатолійович, Васильянов Дмитро Сергійович, Гаврилюк Василь Васильович, Гордійчук Валерій Григорович, Гурома Анатолій Степанович, Гурома Степан Анатолійович, Дюднєв Андрій Михайлович, Дюднєв Артем Михайлович, Жильчук Олександр Борисович, Качуровський Анатолій Іванович, Кобильник Василь Володимирович, Конюшенко Андрій Олександрович, Костинюк Володимир Володимирович, Костюкович Дмитро Карлович, Мазій Олена Миколаївна, Мастикаш Андрій Ігорович, Микуляк Іван Михайлович, Наглюк Юлія Вікторівна, Невенчан Геннадій Володимирович, Пливанюк Юрій Васильович, Посітко Михайло Володимирович, Розбам Микола Нюсевич, Савчук Наталія Федорівна, Сімашкевич Михайло Євстафійович, Слободян Валерій Анатолійович, Старченко Світлана Володимирівна, Ткач Олег Васильович, Ткачук Олександр Анатолійович, Цвігун Борис Ярославович, Чинчик Олександр Сергійович, Чистяков Анатолій Євгенович, Шуханов Микола Макарович, Яриновський Юрій Леонідович,result
87,"Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Павлова, 28 Левицькій Ж.Т.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Ладигіна, 3а Дмитрієвій О.І.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою провулок Некрасова, 15 Перунській А.Д.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Південна, 6 Гоменюку В.В. та Гоменюк Л.В.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою провулок Гуменецький, 6 Попілю Р.О., Попілю В.Р., Попіль В.Р., Громик Г.С.Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Павлова, 28 Левицькій Ж.Т.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Ладигіна, 3а Дмитрієвій О.І.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою провулок Некрасова, 15 Перунській А.Д.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Південна, 6 Гоменюку В.В. та Гоменюк Л.В.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою провулок Гуменецький, 6 Попілю Р.О., Попілю В.Р., Попіль В.Р., Громик Г.С.Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Павлова, 28 Левицькій Ж.Т.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Ладигіна, 3а Дмитрієвій О.І.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою провулок Некрасова, 15 Перунській А.Д.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Південна, 6 Гоменюку В.В. та Гоменюк Л.В.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою провулок Гуменецький, 6 Попілю Р.О., Попілю В.Р., Попіль В.Р., Громик Г.С.Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Павлова, 28 Левицькій Ж.Т.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Ладигіна, 3а Дмитрієвій О.І.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою провулок Некрасова, 15 Перунській А.Д.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Південна, 6 Гоменюку В.В. та Гоменюк Л.В.
Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою провулок Гуменецький, 6 Попілю Р.О., Попілю В.Р., Попіль В.Р., Громик Г.С.", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
88,"Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Хмельницьке шосе, 34 та передачу її в оренду приватному акціонерному товариству „Хмельниччина-Авто”", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
89,"Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського, 23 та передачу її в оренду Решетюк Т.П.
Про затвердження проекту землеустрою щодо відведення земельної ділянки площею 0,0020 га. за адресою проспект Грушевського, 23 та передачу її в оренду Решетюк Т.П. Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського, 23 та передачу її в оренду Решетюк Т.П.
Про затвердження проекту землеустрою щодо відведення земельної ділянки площею 0,0020 га. за адресою проспект Грушевського, 23 та передачу її в оренду Решетюк Т.П. Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського, 23 та передачу її в оренду Решетюк Т.П.
Про затвердження проекту землеустрою щодо відведення земельної ділянки площею 0,0020 га. за адресою проспект Грушевського, 23 та передачу її в оренду Решетюк Т.П. Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського, 23 та передачу її в оренду Решетюк Т.П.
Про затвердження проекту землеустрою щодо відведення земельної ділянки площею 0,0020 га. за адресою проспект Грушевського, 23 та передачу її в оренду Решетюк Т.П. ", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
90,"Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Драй-Хмари, 50 та передачу її в оренду Пасічнику М.Ф.", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
91,"Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Пушкінська, 18 та передачу її в оренду Павленку С.М.", ЗА, ЗА,ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
92,"Про затвердження проекту землеустрою щодо зміни цільового призначення приватної земельної ділянки, яка перебуває у власності Бойка В.В., за адресою провулок Північний, 3
Про затвердження проекту землеустрою щодо зміни цільового призначення приватної земельної ділянки за адресою провулок Північний, 3Про затвердження проекту землеустрою щодо зміни цільового призначення приватної земельної ділянки, яка перебуває у власності Бойка В.В., за адресою провулок Північний, 3
Про затвердження проекту землеустрою щодо зміни цільового призначення приватної земельної ділянки за адресою провулок Північний, 3Про затвердження проекту землеустрою щодо зміни цільового призначення приватної земельної ділянки, яка перебуває у власності Бойка В.В., за адресою провулок Північний, 3
Про затвердження проекту землеустрою щодо зміни цільового призначення приватної земельної ділянки за адресою провулок Північний, 3Про затвердження проекту землеустрою щодо зміни цільового призначення приватної земельної ділянки, яка перебуває у власності Бойка В.В., за адресою провулок Північний, 3
Про затвердження проекту землеустрою щодо зміни цільового призначення приватної земельної ділянки за адресою провулок Північний, 3", ЗА, ПРОТИ,ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ПРОТИ, УТРИМАВСЯ, ЗА, ПРОТИ, ЗА, ЗА, ЗА, ПРОТИ, ЗА, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ПРОТИ,РІШЕННЯ ПРИЙНЯТО
93,"Про затвердження проекту землеустрою щодо зміни цільового призначення приватної земельної ділянки за адресою вулиця Тімірязєва, 99А/3", НЕ ГОЛОСУВАВ, УТРИМАВСЯ,ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
94,"Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського, 72”а” та передачу її у власність Суворову І.Ю.", УТРИМАВСЯ, УТРИМАВСЯ,ВІДСУТНІЙ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, УТРИМАВСЯ, ПРОТИ,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
95,"Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Патріарха Мстислава, 8 та передачу її у власність Нарольському О.А.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою провулок Північний, 27 та передачу її у власність Нарольському Е.А.Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Патріарха Мстислава, 8 та передачу її у власність Нарольському О.А.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою провулок Північний, 27 та передачу її у власність Нарольському Е.А.Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Патріарха Мстислава, 8 та передачу її у власність Нарольському О.А.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою провулок Північний, 27 та передачу її у власність Нарольському Е.А.Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Патріарха Мстислава, 8 та передачу її у власність Нарольському О.А.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою провулок Північний, 27 та передачу її у власність Нарольському Е.А.", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
96,Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Данила Галицького (біля будинку № 16а) та передачу її у власність Охоті Н.І., УТРИМАВСЯ, ЗА,ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, УТРИМАВСЯ,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
97,Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Данила Галицького (біля будинку № 16а) та передачу її у власність Охоті Н.І., УТРИМАВСЯ, ЗА,ВІДСУТНІЙ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ПРОТИ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ЗА, ЗА, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ НЕ ПРИЙНЯТО
98,Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Данила Галицького (біля будинку № 16а) та передачу її у власність Охоті Н.І., ЗА, ПРОТИ,ВІДСУТНІЙ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ПРОТИ, ПРОТИ, ЗА, ПРОТИ, ЗА, ЗА, ЗА, ПРОТИ, ЗА, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ПРОТИ,РІШЕННЯ ПРИЙНЯТО
99,"Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою провулок Північний, 7б, ГК № 10, бокс № 148 та передачу її у власність Соломко З.Б.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою провулок Північний, 7""б"", ГБК № 10, гараж № 45 та передачу її у власність Шерстюку М.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою провулок Привокзальний, 6, ГБК № 1, бокс № 99 та передачу її у власність Постой М.М.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Смірнова, 8, гараж 29 та передачу її у власність Пташкіній Є.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського (біля училища № 14) та передачу її у власність Колеснику В.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського (біля училища № 14) та передачу її у власність Янюк В.О.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського (біля училища № 14) та передачу її у власність Янюку В.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Драй-Хмари (в дворі будинку № 9) та передачу її у власність Анастасовій В.В. Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою провулок Північний, 7б, ГК № 10, бокс № 148 та передачу її у власність Соломко З.Б.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою провулок Північний, 7""б"", ГБК № 10, гараж № 45 та передачу її у власність Шерстюку М.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою провулок Привокзальний, 6, ГБК № 1, бокс № 99 та передачу її у власність Постой М.М.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Смірнова, 8, гараж 29 та передачу її у власність Пташкіній Є.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського (біля училища № 14) та передачу її у власність Колеснику В.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського (біля училища № 14) та передачу її у власність Янюк В.О.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського (біля училища № 14) та передачу її у власність Янюку В.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Драй-Хмари (в дворі будинку № 9) та передачу її у власність Анастасовій В.В. Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою провулок Північний, 7б, ГК № 10, бокс № 148 та передачу її у власність Соломко З.Б.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою провулок Північний, 7""б"", ГБК № 10, гараж № 45 та передачу її у власність Шерстюку М.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою провулок Привокзальний, 6, ГБК № 1, бокс № 99 та передачу її у власність Постой М.М.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Смірнова, 8, гараж 29 та передачу її у власність Пташкіній Є.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського (біля училища № 14) та передачу її у власність Колеснику В.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського (біля училища № 14) та передачу її у власність Янюк В.О.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського (біля училища № 14) та передачу її у власність Янюку В.В.
Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Драй-Хмари (в дворі будинку № 9) та передачу її у власність Анастасовій В.В. ", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
100,"Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Зарванська, 10а та передачу її в постійне користування Монастирю Святої Трійці Провінції Отців Василіян Найсвятішого Спасителя в Україні", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
101,"Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Привокзальна, 6 та передачу її в оренду Павленку І.О.", ЗА, ЗА,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,ВІДСУТНІЙ, УТРИМАВСЯ, УТРИМАВСЯ,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ НЕ ПРИЙНЯТО
102,"Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Мічурінська, 51 та передачу її у власність Лалачу І.В.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою провулок Голованевського-Барського, 12 та передачу її у власність Морозовій Г.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Князя Володимира, 20а та передачу її у власність Пашко Н.П.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Горній А.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Пирогівській Т.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Хеттвер А.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Івановій І.М.Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Мічурінська, 51 та передачу її у власність Лалачу І.В.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою провулок Голованевського-Барського, 12 та передачу її у власність Морозовій Г.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Князя Володимира, 20а та передачу її у власність Пашко Н.П.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Горній А.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Пирогівській Т.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Хеттвер А.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Івановій І.М.Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Мічурінська, 51 та передачу її у власність Лалачу І.В.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою провулок Голованевського-Барського, 12 та передачу її у власність Морозовій Г.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Князя Володимира, 20а та передачу її у власність Пашко Н.П.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Горній А.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Пирогівській Т.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Хеттвер А.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Маршала Харченка та передачу її у власність Івановій І.М.", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
